Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
"All.01,024 cells (Small32), boxed.foldSeqStrict",15123699,913342,24609,57,61865984
"All.01,024 cells (Small32), boxed.foldPar",22513635,1736882,31039,38,61865984
"All.01,024 cells (Small32), boxed.foldParSpark",20157275,1774660,109578,592,61865984
"All.02,500 cells (Step), boxed.stencilGrid (library)",158624511,13128164,2482848,65911,61865984
"All.02,500 cells (Step), boxed.gridSeq",159390527,13262676,2482847,65895,61865984
"All.02,500 cells (Step), boxed.gridSeqInline",145521777,13116808,2202847,53015,61865984
"All.02,500 cells (Step), boxed.gridSeqStrict",142511035,13410292,2042848,11031,61865984
"All.02,500 cells (Step), boxed.gridPar",103571728,7772300,2049296,6340,61865984
"All.02,500 cells (Step), boxed.gridParSpark",155522509,12376548,2688652,23850,61865984
"All.02,500 cells (Step), boxed.stencilFoldGrid (library)",52888134,3602930,490515,10791,61865984
"All.02,500 cells (Step), boxed.foldSeq",52332836,5112056,490515,10790,61865984
"All.02,500 cells (Step), boxed.foldSeqInline",44552490,3445814,220051,4151,61865984
"All.02,500 cells (Step), boxed.foldSeqStrict",38277075,3276362,60051,212,61865984
"All.02,500 cells (Step), boxed.foldPar",44753417,3968256,66517,86,61865984
"All.02,500 cells (Step), boxed.foldParSpark",52352868,2920862,266657,2217,61865984
"All.02,500 cells (Step), unboxed.stencilGrid (library)",145138964,13789376,2613279,1894,61865984
"All.02,500 cells (Step), unboxed.gridSeq",146921191,13446542,2613279,1889,61865984
"All.02,500 cells (Step), unboxed.gridSeqInline",140706835,13253070,2313280,1673,61865984
"All.02,500 cells (Step), unboxed.gridSeqStrict",141101562,8769578,2313271,1669,61865984
"All.02,500 cells (Step), unboxed.gridPar",105314306,5142846,2319717,1907,61865984
"All.02,500 cells (Step), unboxed.gridParSpark",158344970,10781820,2939877,1859,61865984
"All.02,500 cells (Step), unboxed.stencilFoldGrid (library)",21044671,1669352,370480,243,61865984
"All.02,500 cells (Step), unboxed.foldSeq",21390972,1087080,370480,242,61865984
"All.02,500 cells (Step), unboxed.foldSeqInline",12413024,1125402,20016,13,61865984
"All.02,500 cells (Step), unboxed.foldSeqStrict",12833486,563916,20016,13,61865984
"All.02,500 cells (Step), unboxed.foldPar",15059283,507468,26437,15,61865984
"All.02,500 cells (Step), unboxed.foldParSpark",13875814,828070,41879,30,61865984
"All.10,000 cells (Mid), boxed.stencilGrid (library)",849872265,67534492,10045352,1058184,61865984
"All.10,000 cells (Mid), boxed.gridSeq",920644921,56020488,10045351,1058823,61865984
"All.10,000 cells (Mid), boxed.gridSeqInline",840536327,57183942,8925351,896274,61865984
"All.10,000 cells (Mid), boxed.gridSeqStrict",760017968,72247704,8285351,290705,61865984
"All.10,000 cells (Mid), boxed.gridPar",572695117,49955154,8291773,88014,61865984
"All.10,000 cells (Mid), boxed.gridParSpark",841479492,28959698,12722205,430912,61865984
"All.10,000 cells (Mid), boxed.stencilFoldGrid (library)",254731347,21228670,1980983,169997,61865984
"All.10,000 cells (Mid), boxed.foldSeq",249727246,16061256,1980983,170101,61865984
"All.10,000 cells (Mid), boxed.foldSeqInline",202076074,15262474,880119,64433,61865984
"All.10,000 cells (Mid), boxed.foldSeqStrict",167048535,13400684,240119,3107,61865984
"All.10,000 cells (Mid), boxed.foldPar",191420556,17561868,246547,1652,61865984
"All.10,000 cells (Mid), boxed.foldParSpark",232175390,16347752,1118323,33352,61865984
"All.10,000 cells (Mid), unboxed.stencilGrid (library)",639590234,53600994,10586127,11222,61865984
"All.10,000 cells (Mid), unboxed.gridSeq",655059765,52645422,10586127,11219,61865984
"All.10,000 cells (Mid), unboxed.gridSeqInline",627927734,57264302,9386127,10441,61865984
"All.10,000 cells (Mid), unboxed.gridSeqStrict",624455468,54317232,9386127,10440,61865984
"All.10,000 cells (Mid), unboxed.gridPar",435228417,19518426,9392518,7544,61865984
"All.10,000 cells (Mid), unboxed.gridParSpark",723930078,59451456,14478919,11366,61865984
"All.10,000 cells (Mid), unboxed.stencilFoldGrid (library)",89092736,3649222,1500881,918,61865984
"All.10,000 cells (Mid), unboxed.foldSeq",90524707,6732878,1500887,916,61865984
"All.10,000 cells (Mid), unboxed.foldSeqInline",50445092,4312946,80019,51,61865984
"All.10,000 cells (Mid), unboxed.foldSeqStrict",57759619,5090984,80019,50,61865984
"All.10,000 cells (Mid), unboxed.foldPar",43458740,1565410,86438,58,61865984
"All.10,000 cells (Mid), unboxed.foldParSpark",55537072,5077500,164419,118,61865984
"All.40,000 cells (Wide), unboxed.stencilGrid (library)",2443184374,224871574,42611913,44782,61865984
"All.40,000 cells (Wide), unboxed.gridSeq",2710464843,128731130,42611789,44745,62914560
"All.40,000 cells (Wide), unboxed.gridSeqInline",2545812499,236673816,37811913,41819,62914560
"All.40,000 cells (Wide), unboxed.gridSeqStrict",2528532811,216283674,37811913,41809,63963136
"All.40,000 cells (Wide), unboxed.gridPar",1804962109,86811844,37818165,40920,63963136
"All.40,000 cells (Wide), unboxed.gridParSpark",1929972656,162691416,38136426,38225,63963136
"All.40,000 cells (Wide), unboxed.stencilFoldGrid (library)",367239453,33191196,6041696,10338,76546048
"All.40,000 cells (Wide), unboxed.foldSeq",371075585,30585216,6041712,10135,76546048
"All.40,000 cells (Wide), unboxed.foldSeqInline",205688574,16544282,320031,185,76546048
"All.40,000 cells (Wide), unboxed.foldSeqStrict",200713085,13167906,320032,185,76546048
"All.40,000 cells (Wide), unboxed.foldPar",152698925,6551634,326452,241,76546048
"All.40,000 cells (Wide), unboxed.foldParSpark",221778320,17256374,665580,447,76546048
"All.90,000 cells (Big), boxed.stencilGrid (library)",10385226564,742689012,91095756,14404983,82837504
"All.90,000 cells (Big), boxed.gridSeq",10330337500,846994614,91096489,14383971,82837504
"All.90,000 cells (Big), boxed.gridSeqInline",9522649999,898703696,81016490,12622025,82837504
"All.90,000 cells (Big), boxed.gridSeqStrict",7672656249,435544124,75256008,3135934,82837504
"All.90,000 cells (Big), boxed.gridPar",6522915622,627831982,75262486,3106877,82837504
"All.90,000 cells (Big), boxed.gridParSpark",7226459372,510927550,82460723,12573796,82837504
"All.90,000 cells (Big), boxed.stencilFoldGrid (library)",5614915624,352116070,17943254,11355370,82837504
"All.90,000 cells (Big), boxed.foldSeq",5528074999,479035632,17943687,11333919,82837504
"All.90,000 cells (Big), boxed.foldSeqInline",4262239061,216870648,7920975,6216536,82837504
"All.90,000 cells (Big), boxed.foldSeqStrict",1744014843,63306926,2160790,248704,82837504
"All.90,000 cells (Big), boxed.foldPar",1714248437,69873630,2167234,102147,82837504
"All.90,000 cells (Big), boxed.foldParSpark",3262474999,218683956,13542905,2762472,82837504
"All.90,000 cells (Big), unboxed.stencilGrid (library)",6142762500,474437712,96077765,140232,82837504
"All.90,000 cells (Big), unboxed.gridSeq",6021506251,448597158,96077760,140152,82837504
"All.90,000 cells (Big), unboxed.gridSeqInline",5799749998,457275914,85277759,134032,82837504
"All.90,000 cells (Big), unboxed.gridSeqStrict",5895509371,498028250,85277785,134002,82837504
"All.90,000 cells (Big), unboxed.gridPar",4179402343,217213044,85283814,120112,82837504
"All.90,000 cells (Big), unboxed.gridParSpark",4247274999,225724074,86018083,116661,92274688
"All.90,000 cells (Big), unboxed.stencilFoldGrid (library)",877230077,44901292,13622511,93204,92274688
"All.90,000 cells (Big), unboxed.foldSeq",874181249,56116572,13622543,92805,92274688
"All.90,000 cells (Big), unboxed.foldSeqInline",464692187,17345248,720031,397,92274688
"All.90,000 cells (Big), unboxed.foldSeqStrict",459061914,26303494,720047,397,92274688
"All.90,000 cells (Big), unboxed.foldPar",368455908,30984826,726441,463,92274688
"All.90,000 cells (Big), unboxed.foldParSpark",505154785,32890288,1545376,901,92274688
"All.90,000 cells (BigPeriodic), unboxed.stencilGrid (library)",6107907031,321546576,96480138,139553,92274688
"All.90,000 cells (BigPeriodic), unboxed.gridSeq",6049131249,464626968,96480511,139529,92274688
"All.90,000 cells (BigPeriodic), unboxed.gridSeqInline",5809587499,458897060,85680511,133524,92274688
"All.90,000 cells (BigPeriodic), unboxed.gridSeqStrict",5767799995,460881558,85680512,133494,92274688
"All.90,000 cells (BigPeriodic), unboxed.gridPar",4356010156,360150194,85686598,121485,92274688
"All.90,000 cells (BigPeriodic), unboxed.gridParSpark",4230446875,144841300,86418792,121249,92274688
"All.90,000 cells (BigPeriodic), unboxed.stencilFoldGrid (library)",878694726,29047920,13680047,94568,92274688
"All.90,000 cells (BigPeriodic), unboxed.foldSeq",881341015,59577234,13680079,94151,92274688
"All.90,000 cells (BigPeriodic), unboxed.foldSeqInline",466572070,27677454,720047,382,92274688
"All.90,000 cells (BigPeriodic), unboxed.foldSeqStrict",526070703,34046754,720047,381,92274688
"All.90,000 cells (BigPeriodic), unboxed.foldPar",317441503,17610454,726457,446,92274688
"All.90,000 cells (BigPeriodic), unboxed.foldParSpark",518588671,46462174,1572313,880,92274688
"All.chunks per capability, 90,000 unboxed.gridPar mult=1",4027102343,251830170,85280776,114925,92274688
"All.chunks per capability, 90,000 unboxed.gridPar mult=2",4009878126,252682672,85283977,122391,92274688
"All.chunks per capability, 90,000 unboxed.gridPar mult=8",3937428124,331413216,85302144,146080,92274688
"All.chunks per capability, 90,000 unboxed.foldPar mult=1",315135546,13729108,723427,439,92274688
"All.chunks per capability, 90,000 unboxed.foldPar mult=2",315406250,26693060,726485,439,92274688
"All.chunks per capability, 90,000 unboxed.foldPar mult=8",340998925,19394394,744648,437,92274688
"All.x100, 02,500 cells (Step), boxed.stencilGrid (library)",37952350009,3470712888,248285162,47072094,123731968
"All.x100, 02,500 cells (Step), boxed.gridSeqInline",35292399974,3500899878,220287125,42896580,123731968
"All.x100, 02,500 cells (Step), boxed.gridSeqStrict",17446237500,928778768,204283688,3001712,123731968
"All.x100, 02,500 cells (Step), boxed.gridPar",14559893750,1190398744,204929704,1585165,123731968
"All.x100, 02,500 cells (Step), boxed.stencilFoldGrid (library)",18055262497,1075227260,22005289,35190917,123731968
"All.x100, 02,500 cells (Step), boxed.foldSeqInline",20140812502,1085191752,22005778,35187890,123731968
"All.x100, 02,500 cells (Step), boxed.foldSeqStrict",4186875000,218575634,6005048,57705,123731968
"All.x100, 02,500 cells (Step), boxed.foldPar",4732593751,426529966,6651669,38590,123731968
"All.x100, 02,500 cells (Step), unboxed.stencilGrid (library)",15699218750,552099158,261326889,198801,123731968
"All.x100, 02,500 cells (Step), unboxed.gridSeqInline",15423912499,1221088772,231327378,121890,123731968
"All.x100, 02,500 cells (Step), unboxed.gridSeqStrict",15172299999,859041432,231327374,121007,123731968
"All.x100, 02,500 cells (Step), unboxed.gridPar",10914418748,635909782,231971217,155659,123731968
"All.x100, 02,500 cells (Step), unboxed.stencilFoldGrid (library)",2180617968,107504208,37048062,17518,123731968
"All.x100, 02,500 cells (Step), unboxed.foldSeqInline",1266857813,105028812,2001725,1001,123731968
"All.x100, 02,500 cells (Step), unboxed.foldSeqStrict",1256574999,56135786,2001665,994,123731968
"All.x100, 02,500 cells (Step), unboxed.foldPar",1504248242,56025732,2643794,1185,123731968
"All.x10, 90,000 cells (Big), unboxed.stencilGrid (library)",58167924991,3941517094,960776563,1337284,123731968
"All.x10, 90,000 cells (Big), unboxed.gridSeqInline",55845349977,4601492508,852776563,1286281,123731968
"All.x10, 90,000 cells (Big), unboxed.gridSeqStrict",56163124979,4460955586,852776558,1285995,123731968
"All.x10, 90,000 cells (Big), unboxed.gridPar",38545249958,3538577444,852841363,1204371,123731968
"All.x10, 90,000 cells (Big), unboxed.stencilFoldGrid (library)",8691025000,439226636,136225044,952633,123731968
"All.x10, 90,000 cells (Big), unboxed.foldSeqInline",4570790626,283407640,7200408,3388,123731968
"All.x10, 90,000 cells (Big), unboxed.foldSeqStrict",4656531251,285517930,7200414,3374,123731968
"All.x10, 90,000 cells (Big), unboxed.foldPar",3346517967,187651522,7264669,4035,123731968
