Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
"All.90,000 cells (Big), unboxed.gridSeqInline",4729526562,359769362,85277512,128341,78643200
"All.90,000 cells (Big), unboxed.gridSeqStrict",4783781250,283316802,85277511,128323,78643200
"All.90,000 cells (Big), unboxed.gridPar",4681657810,233438506,85280916,137898,78643200
"All.90,000 cells (Big), unboxed.gridParSpark",4765090626,242361822,85998479,128682,78643200
"All.90,000 cells (Big), unboxed.stencilFoldGrid (library)",779595703,27077384,13622511,91939,78643200
"All.90,000 cells (Big), unboxed.foldSeq",783260546,57082622,13622543,91540,78643200
"All.90,000 cells (Big), unboxed.foldSeqInline",447639550,17529112,720031,357,78643200
"All.90,000 cells (Big), unboxed.foldSeqStrict",443700195,38598374,720047,357,78643200
"All.90,000 cells (Big), unboxed.foldPar",498895898,33087692,723383,422,78643200
"All.90,000 cells (Big), unboxed.foldParSpark",475428711,34611012,1441015,759,78643200
"All.90,000 cells (BigPeriodic), unboxed.stencilGrid (library)",4922509374,289801400,96480264,133416,78643200
"All.90,000 cells (BigPeriodic), unboxed.gridSeq",4968620312,282065996,96480265,133124,78643200
"All.90,000 cells (BigPeriodic), unboxed.gridSeqInline",4790631250,357470398,85680264,128308,78643200
"All.90,000 cells (BigPeriodic), unboxed.gridSeqStrict",4851403124,126033870,85680140,128208,78643200
"All.90,000 cells (BigPeriodic), unboxed.gridPar",4750723436,431498230,85683651,137360,78643200
"All.90,000 cells (BigPeriodic), unboxed.gridParSpark",5089517969,472584232,86401045,130462,78643200
"All.90,000 cells (BigPeriodic), unboxed.stencilFoldGrid (library)",799158496,28431690,13680031,93277,78643200
"All.90,000 cells (BigPeriodic), unboxed.foldSeq",797160937,72342038,13680079,92861,78643200
"All.90,000 cells (BigPeriodic), unboxed.foldSeqInline",454620605,6578276,720025,619,78643200
"All.90,000 cells (BigPeriodic), unboxed.foldSeqStrict",498341015,39614214,720054,624,78643200
"All.90,000 cells (BigPeriodic), unboxed.foldPar",449026269,13897686,723367,405,78643200
"All.90,000 cells (BigPeriodic), unboxed.foldParSpark",479713671,41067658,1441015,727,78643200
"All.chunks per capability, 90,000 unboxed.gridPar mult=1",4686062500,290688836,85279084,133899,78643200
"All.chunks per capability, 90,000 unboxed.gridPar mult=2",4736793750,322979056,85280910,136395,78643200
"All.chunks per capability, 90,000 unboxed.gridPar mult=8",4665968750,453502542,85290119,146969,78643200
"All.chunks per capability, 90,000 unboxed.foldPar mult=1",456866992,42941240,721575,368,78643200
"All.chunks per capability, 90,000 unboxed.foldPar mult=2",452230859,40811732,723383,396,78643200
"All.chunks per capability, 90,000 unboxed.foldPar mult=8",446154687,27095728,732407,395,78643200
"All.x100, 02,500 cells (Step), boxed.stencilGrid (library)",34418150009,2822979880,248285156,47439320,117440512
"All.x100, 02,500 cells (Step), boxed.gridSeqInline",32739400000,2599205416,220285156,43523175,117440512
"All.x100, 02,500 cells (Step), boxed.gridSeqStrict",15022031244,927548946,204284177,2988227,117440512
"All.x100, 02,500 cells (Step), boxed.gridPar",14939246876,1134916308,204617230,3081157,117440512
"All.x100, 02,500 cells (Step), boxed.stencilFoldGrid (library)",18078712499,1773425470,22006756,35132641,117440512
"All.x100, 02,500 cells (Step), boxed.foldSeqInline",18588824998,1795674410,22006755,35137149,117440512
"All.x100, 02,500 cells (Step), boxed.foldSeqStrict",3582464062,227107652,6005048,56417,117440512
"All.x100, 02,500 cells (Step), boxed.foldPar",3222137500,124772596,6338311,57995,117440512
"All.x100, 02,500 cells (Step), unboxed.stencilGrid (library)",13421943748,526999298,261326889,182037,117440512
"All.x100, 02,500 cells (Step), unboxed.gridSeqInline",13127812499,898759574,231326889,125152,117440512
"All.x100, 02,500 cells (Step), unboxed.gridSeqStrict",12950765624,786327292,231326889,124294,117440512
"All.x100, 02,500 cells (Step), unboxed.gridPar",12904512502,1159009930,231660976,197997,117440512
"All.x100, 02,500 cells (Step), unboxed.stencilFoldGrid (library)",2123653123,203649890,37048125,15386,117440512
"All.x100, 02,500 cells (Step), unboxed.foldSeqInline",1273696289,58303724,2001631,881,117440512
"All.x100, 02,500 cells (Step), unboxed.foldSeqStrict",1258960156,65406734,2001662,880,117440512
"All.x100, 02,500 cells (Step), unboxed.foldPar",1400114843,125258240,2335211,1065,117440512
"All.x10, 90,000 cells (Big), unboxed.stencilGrid (library)",49269137510,4031239246,960774596,1203153,117440512
"All.x10, 90,000 cells (Big), unboxed.gridSeqInline",48577900006,3014443226,852774596,1158820,117440512
"All.x10, 90,000 cells (Big), unboxed.gridSeqStrict",48278600025,3408102986,852776561,1087955,117440512
"All.x10, 90,000 cells (Big), unboxed.gridPar",47659274995,2885869360,852808398,1341975,117440512
"All.x10, 90,000 cells (Big), unboxed.stencilFoldGrid (library)",8088109375,459442096,136225288,913252,117440512
"All.x10, 90,000 cells (Big), unboxed.foldSeqInline",4622309374,459959196,7200657,3010,117440512
"All.x10, 90,000 cells (Big), unboxed.foldSeqStrict",4695118747,275329840,7200408,2965,117440512
"All.x10, 90,000 cells (Big), unboxed.foldPar",4670904687,316871796,7233771,3616,117440512
