Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
"All.02,500 cells (StepPeriodic), moore 1.stencilFor (library)",1705660155,110475730,14900196,111158,329252864
"All.02,500 cells (StepPeriodic), moore 1.tableSeq",1718205468,138038764,14940212,113485,329252864
"All.02,500 cells (StepPeriodic), moore 1.tableSeqBounded",889955859,58584980,7240198,79907,329252864
"All.02,500 cells (StepPeriodic), moore 1.tableParWidth",1263067187,117473930,12286586,78375,329252864
"All.02,500 cells (StepPeriodic), moore 1.tableParFill",1167091405,57671336,12526599,8426,329252864
"All.02,500 cells (StepPeriodic), moore 1.tableParBoth",818388672,61753906,12292042,10987,329252864
"All.02,500 cells (StepPeriodic), moore 1.tableParBounded",463836718,35770098,7246512,5653,329252864
"All.02,500 cells (StepPeriodic), moore 1.tableParChunked",1352457811,121890162,8373477,1416854,329252864
"All.10,000 cells (Mid), moore 1.stencilFor (library)",6494156248,425691422,59092821,231327,329252864
"All.10,000 cells (Mid), moore 1.tableSeq",6479903127,442433990,59252837,233838,329252864
"All.10,000 cells (Mid), moore 1.tableSeqBounded",3408279688,211077832,28649104,216095,329252864
"All.10,000 cells (Mid), moore 1.tableParWidth",4920356248,478476616,48628750,232678,329252864
"All.10,000 cells (Mid), moore 1.tableParFill",4423223437,243899118,49588633,234639,329252864
"All.10,000 cells (Mid), moore 1.tableParBoth",3105932811,221468554,48634102,238811,329252864
"All.10,000 cells (Mid), moore 1.tableParBounded",1814978124,115363634,28655344,226829,329252864
"All.10,000 cells (Mid), moore 1.tableParChunked",5986164062,356932346,33183838,8285870,329252864
"All.90,000 cells (Big), moore 1.stencilFor (library)",58708775014,3650604494,534877838,609421,329252864
"All.90,000 cells (Big), moore 1.tableSeq",58816750003,3355779080,536317857,617800,329252864
"All.90,000 cells (Big), moore 1.tableSeqBounded",30809312499,1791649458,259706716,459651,329252864
"All.90,000 cells (Big), moore 1.tableParWidth",42699925004,3480887206,440592886,527950,329252864
"All.90,000 cells (Big), moore 1.tableParFill",40057050009,3624219034,449232960,520859,329252864
"All.90,000 cells (Big), moore 1.tableParBoth",27742700012,1754083516,440596928,487615,329252864
"All.90,000 cells (Big), moore 1.tableParBounded",16150424992,1058610464,259712159,423005,329252864
"All.90,000 cells (Big), moore 1.tableParChunked",65893750003,6028439152,300166480,121265374,329252864
"All.90,000 cells (BigPeriodic), moore 1.stencilFor (library)",60362550028,3569770658,536402995,619574,329252864
"All.90,000 cells (BigPeriodic), moore 1.tableSeq",60961949990,3539024802,537843006,628248,329252864
"All.90,000 cells (BigPeriodic), moore 1.tableSeqBounded",31868425004,1737872002,260641885,473458,329252864
"All.90,000 cells (BigPeriodic), moore 1.tableParWidth",44477224998,3727189958,442089562,540856,329252864
"All.90,000 cells (BigPeriodic), moore 1.tableParFill",41138987500,1877346688,450727965,532547,329252864
"All.90,000 cells (BigPeriodic), moore 1.tableParBoth",29291631251,1311509780,442092739,504077,329252864
"All.90,000 cells (BigPeriodic), moore 1.tableParBounded",16854612502,1147913452,260647428,437704,329252864
"All.90,000 cells (BigPeriodic), moore 1.tableParChunked",66542475020,5795105508,300977149,117991484,329252864
"All.90,000 cells (Big), moore 3.stencilFor (library)",391733600051,20827631454,2252756695,1746716,329252864
"All.90,000 cells (Big), moore 3.tableSeq",383264099993,23428178998,2254196627,1761012,329252864
"All.90,000 cells (Big), moore 3.tableSeqBounded",198420499967,13704860490,1116410063,1017866,329252864
"All.90,000 cells (Big), moore 3.tableParWidth",280289700044,17101894846,1755646552,1312860,329252864
"All.90,000 cells (Big), moore 3.tableParFill",258630799974,13445029764,1764285120,1221339,329252864
"All.90,000 cells (Big), moore 3.tableParBoth",181165799884,15708824582,1755650596,1120636,329252864
"All.90,000 cells (Big), moore 3.tableParBounded",101160300031,6728999292,1116414331,840684,329252864
"All.90,000 cells (Big), moore 3.tableParChunked",403164700006,19269986816,1273580009,808654654,742391808
"All.64,000 cells (Mixed3), moore 1.stencilFor (library)",149878600038,13733034746,1280970523,1088426,742391808
"All.64,000 cells (Mixed3), moore 1.tableSeq",150258099993,9773629680,1281992478,1095105,742391808
"All.64,000 cells (Mixed3), moore 1.tableSeqBounded",78303950015,3529745140,632366553,716575,742391808
"All.64,000 cells (Mixed3), moore 1.tableParWidth",109815900006,7556568208,1085335797,885070,742391808
"All.64,000 cells (Mixed3), moore 1.tableParFill",101496600038,7131715120,1091479866,856234,742391808
"All.64,000 cells (Mixed3), moore 1.tableParBoth",72611750041,4002561622,1085338472,782977,742391808
"All.64,000 cells (Mixed3), moore 1.tableParBounded",41388050022,3461321374,632372891,616763,742391808
"All.64,000 cells (Mixed3), moore 1.tableParChunked",165186600012,7119416732,699798252,308400913,742391808
"All.02,500 cells (Step), vonNeumann 2.stencilFor (library)",4085764063,216143918,22683854,138975,742391808
"All.02,500 cells (Step), vonNeumann 2.tableSeq",4101390626,214942036,22723877,139716,742391808
"All.02,500 cells (Step), vonNeumann 2.tableSeqBounded",2232971875,116387336,11564242,227655,742391808
"All.02,500 cells (Step), vonNeumann 2.tableParWidth",3164949999,237938598,18958205,159535,742391808
"All.02,500 cells (Step), vonNeumann 2.tableParFill",3006998436,231901214,19198253,61145,742391808
"All.02,500 cells (Step), vonNeumann 2.tableParBoth",2087925000,107411620,18963610,63421,742391808
"All.02,500 cells (Step), vonNeumann 2.tableParBounded",1169876562,105860348,11576291,91173,742391808
"All.02,500 cells (Step), vonNeumann 2.tableParChunked",2938057812,218477822,12572471,2684049,742391808
"All.90,000 cells (Big), vonNeumann 2.stencilFor (library)",151389599948,13777756908,832703528,833921,742391808
"All.90,000 cells (Big), vonNeumann 2.tableSeq",152439100057,15170826714,834144347,844490,742391808
"All.90,000 cells (Big), vonNeumann 2.tableSeqBounded",82435900031,7506703878,425785949,613666,742391808
"All.90,000 cells (Big), vonNeumann 2.tableParWidth",116795350015,8235661752,698115791,719896,742391808
"All.90,000 cells (Big), vonNeumann 2.tableParFill",112017000012,7142001290,706755861,708137,742391808
"All.90,000 cells (Big), vonNeumann 2.tableParBoth",77521649996,7176436594,698121603,667635,742391808
"All.90,000 cells (Big), vonNeumann 2.tableParBounded",43231375001,3559820162,425795066,565064,742391808
"All.90,000 cells (Big), vonNeumann 2.tableParChunked",137832449996,6884182438,460571318,194633015,742391808
