Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
"All.02,500 cells (Step), moore 1.tableParBoth",1441509374,124524528,12037779,81988,241172480
"All.02,500 cells (Step), moore 1.tableParBounded",806448828,56928892,7088232,44943,241172480
"All.02,500 cells (Step), moore 1.tableParChunked",1459475781,109874792,8232300,1498229,241172480
"All.02,500 cells (StepPeriodic), moore 1.stencilFor (library)",1665556249,132420646,14900196,107763,241172480
"All.02,500 cells (StepPeriodic), moore 1.tableSeq",1662049218,112603492,14940212,110860,241172480
"All.02,500 cells (StepPeriodic), moore 1.tableSeqBounded",881585156,53008784,7240201,80857,241172480
"All.02,500 cells (StepPeriodic), moore 1.tableParWidth",1545157031,151870944,12283508,85406,241172480
"All.02,500 cells (StepPeriodic), moore 1.tableParFill",1554058593,114161754,12523539,87227,241172480
"All.02,500 cells (StepPeriodic), moore 1.tableParBoth",1528127343,112586026,12286254,89805,241172480
"All.02,500 cells (StepPeriodic), moore 1.tableParBounded",891951562,79813650,7243455,86463,241172480
"All.02,500 cells (StepPeriodic), moore 1.tableParChunked",1552305468,144359154,8366887,1586483,241172480
"All.10,000 cells (Mid), moore 1.stencilFor (library)",6271824999,464221700,59092821,222826,241172480
"All.10,000 cells (Mid), moore 1.tableSeq",6290306247,434132596,59252837,225129,241172480
"All.10,000 cells (Mid), moore 1.tableSeqBounded",3396367187,302742640,28649012,209834,241172480
"All.10,000 cells (Mid), moore 1.tableParWidth",5827343750,550631724,48625777,226667,241172480
"All.10,000 cells (Mid), moore 1.tableParFill",5932971875,522024028,49585728,229528,241172480
"All.10,000 cells (Mid), moore 1.tableParBoth",5835849998,506134000,48628500,235399,241172480
"All.10,000 cells (Mid), moore 1.tableParBounded",3361892188,251508732,28652397,221434,241172480
"All.10,000 cells (Mid), moore 1.tableParChunked",6949712499,219539950,33177183,9049390,241172480
"All.90,000 cells (Big), moore 1.stencilFor (library)",57026849983,3737252248,534877744,569427,241172480
"All.90,000 cells (Big), moore 1.tableSeq",56488200025,3381046634,536317757,577321,241172480
"All.90,000 cells (Big), moore 1.tableSeqBounded",30207187519,2513060916,259706465,435504,241172480
"All.90,000 cells (Big), moore 1.tableParWidth",52070824985,3400053140,440590596,530456,241172480
"All.90,000 cells (Big), moore 1.tableParFill",52463925004,3477197644,449230052,535087,241172480
"All.90,000 cells (Big), moore 1.tableParBoth",52523849958,4683109090,440593343,539471,241172480
"All.90,000 cells (Big), moore 1.tableParBounded",29859175014,1814401454,259709839,449045,241172480
"All.90,000 cells (Big), moore 1.tableParChunked",77605175027,3425544402,300159214,121731271,241172480
"All.90,000 cells (BigPeriodic), moore 1.stencilFor (library)",58324074995,3684928230,536403066,578903,241172480
"All.90,000 cells (BigPeriodic), moore 1.tableSeq",58648075020,3720928852,537843101,586746,241172480
"All.90,000 cells (BigPeriodic), moore 1.tableSeqBounded",30704899993,1987640810,260641586,449352,241172480
"All.90,000 cells (BigPeriodic), moore 1.tableParWidth",54238649996,3357679788,442086798,537381,241172480
"All.90,000 cells (BigPeriodic), moore 1.tableParFill",54803925004,3933914492,450726301,545991,241172480
"All.90,000 cells (BigPeriodic), moore 1.tableParBoth",54127225011,4276144602,442089554,547968,241172480
"All.90,000 cells (BigPeriodic), moore 1.tableParBounded",30663549996,1736194916,260645005,462450,241172480
"All.90,000 cells (BigPeriodic), moore 1.tableParChunked",81237699993,7498206906,300972582,125646985,241172480
"All.90,000 cells (Big), moore 3.stencilFor (library)",378869400012,16547797632,2252757469,1602905,241172480
"All.90,000 cells (Big), moore 3.tableSeq",389688599960,35409478694,2254234673,1690538,241172480
"All.90,000 cells (Big), moore 3.tableSeqBounded",195743499929,18422964438,1116410880,942885,241172480
"All.90,000 cells (Big), moore 3.tableParWidth",348922399846,27220997474,1755678958,1383600,241172480
"All.90,000 cells (Big), moore 3.tableParFill",352630600089,34394302400,1764341598,1395444,241172480
"All.90,000 cells (Big), moore 3.tableParBoth",351958599935,22623640796,1755646057,1358888,241172480
"All.90,000 cells (Big), moore 3.tableParBounded",194706200063,15096142702,1116414950,964037,241172480
"All.90,000 cells (Big), moore 3.tableParChunked",493984300031,14979866594,1273573420,807624092,636485632
"All.64,000 cells (Mixed3), moore 1.stencilFor (library)",146998250035,10005286264,1280968486,1002953,636485632
"All.64,000 cells (Mixed3), moore 1.tableSeq",145733800037,13919970430,1281995342,1009647,636485632
"All.64,000 cells (Mixed3), moore 1.tableSeqBounded",76220499993,6856902324,632369480,670342,636485632
"All.64,000 cells (Mixed3), moore 1.tableParWidth",137086174988,3528403472,1085330277,901406,636485632
"All.64,000 cells (Mixed3), moore 1.tableParFill",136808500070,7668595142,1091476726,911600,636485632
"All.64,000 cells (Mixed3), moore 1.tableParBoth",136592600012,7782858230,1085336382,917638,636485632
"All.64,000 cells (Mixed3), moore 1.tableParBounded",76403900032,3564515890,632370098,682060,636485632
"All.64,000 cells (Mixed3), moore 1.tableParChunked",207115000012,14207975184,699792747,333004810,636485632
"All.02,500 cells (Step), vonNeumann 2.stencilFor (library)",4033226563,242823000,22683848,134935,636485632
"All.02,500 cells (Step), vonNeumann 2.tableSeq",4018214061,259481714,22723864,135643,636485632
"All.02,500 cells (Step), vonNeumann 2.tableSeqBounded",2207906248,220078002,11564328,222986,636485632
"All.02,500 cells (Step), vonNeumann 2.tableParWidth",4010332812,312916754,18955209,144870,636485632
"All.02,500 cells (Step), vonNeumann 2.tableParFill",4000399999,264429020,19195164,158589,636485632
"All.02,500 cells (Step), vonNeumann 2.tableParBoth",3995001562,210735432,18957875,151076,636485632
"All.02,500 cells (Step), vonNeumann 2.tableParBounded",2237273438,127578160,11570344,240370,636485632
"All.02,500 cells (Step), vonNeumann 2.tableParChunked",3207159374,215228532,12565896,2875079,636485632
"All.90,000 cells (Big), vonNeumann 2.stencilFor (library)",149094999910,14469595796,832703899,775005,636485632
"All.90,000 cells (Big), vonNeumann 2.tableSeq",149927699993,11335299554,834141882,782389,636485632
"All.90,000 cells (Big), vonNeumann 2.tableSeqBounded",80569150003,3692083648,425783412,580540,636485632
"All.90,000 cells (Big), vonNeumann 2.tableParWidth",147294300005,13995996454,698115798,724266,636485632
"All.90,000 cells (Big), vonNeumann 2.tableParFill",148029350015,6742639236,706752739,723569,636485632
"All.90,000 cells (Big), vonNeumann 2.tableParBoth",147905850009,7985893260,698116430,733845,636485632
"All.90,000 cells (Big), vonNeumann 2.tableParBounded",81207099980,7204834444,425792952,593721,636485632
"All.90,000 cells (Big), vonNeumann 2.tableParChunked",161352250034,11577242196,460563521,205812158,636485632
