Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
"All.01,024 cells (Small32), moore 1.stencilFor (library)",713067968,58894188,5941526,5857,251658240
"All.01,024 cells (Small32), moore 1.tableSeq",712366405,57620676,5957926,5940,251658240
"All.01,024 cells (Small32), moore 1.tableSeqBounded",364169921,26221390,2866608,2781,251658240
"All.01,024 cells (Small32), moore 1.tableParWidth",484986718,27899314,4895959,3835,251658240
"All.01,024 cells (Small32), moore 1.tableParFill",460475976,40049198,4994646,2781,251658240
"All.01,024 cells (Small32), moore 1.tableParBoth",365800146,34327464,4917944,2574,251658240
"All.01,024 cells (Small32), moore 1.tableParBounded",207830322,8520640,2891230,1426,251658240
"All.01,024 cells (Small32), moore 1.tableParChunked",512963671,48130488,3390847,72231,251658240
"All.02,500 cells (Step), moore 1.stencilFor (library)",1785424609,112657644,14646918,116634,251658240
"All.02,500 cells (Step), moore 1.tableSeq",1853803125,112699572,14686934,114899,251658240
"All.02,500 cells (Step), moore 1.tableSeqBounded",928478515,65239030,7084983,74019,251658240
"All.02,500 cells (Step), moore 1.tableParWidth",1180861327,77581076,12056281,60582,251658240
"All.02,500 cells (Step), moore 1.tableParFill",1073570312,56836306,12296644,9973,251658240
"All.02,500 cells (Step), moore 1.tableParBoth",803185693,9139490,12078266,6303,251658240
"All.02,500 cells (Step), moore 1.tableParBounded",466054126,9483744,7109604,3672,251658240
"All.02,500 cells (Step), moore 1.tableParChunked",1313256250,128900582,8277968,878428,251658240
"All.02,500 cells (StepPeriodic), moore 1.stencilFor (library)",1876849218,121240304,14900206,108566,251658240
"All.02,500 cells (StepPeriodic), moore 1.tableSeq",1894504687,119081100,14940212,111957,251658240
"All.02,500 cells (StepPeriodic), moore 1.tableSeqBounded",981518359,56549808,7240213,79820,251658240
"All.02,500 cells (StepPeriodic), moore 1.tableParWidth",1248011718,117201406,12304783,48500,251658240
"All.02,500 cells (StepPeriodic), moore 1.tableParFill",1146504296,104323050,12545129,9706,251658240
"All.02,500 cells (StepPeriodic), moore 1.tableParBoth",886664794,22232934,12326726,6693,251658240
"All.02,500 cells (StepPeriodic), moore 1.tableParBounded",498649804,41796128,7264850,3963,251658240
"All.02,500 cells (StepPeriodic), moore 1.tableParChunked",1742800683,41648076,8412551,914293,251658240
"All.10,000 cells (Mid), moore 1.stencilFor (library)",8611284372,471279274,59092821,274883,251658240
"All.10,000 cells (Mid), moore 1.tableSeq",8557606252,840593878,59253189,275555,251658240
"All.10,000 cells (Mid), moore 1.tableSeqBounded",4417771875,214369038,28649104,248437,251658240
"All.10,000 cells (Mid), moore 1.tableParWidth",5942634376,261640918,48646917,260627,251658240
"All.10,000 cells (Mid), moore 1.tableParFill",5314671875,464962386,49607505,39063,251658240
"All.10,000 cells (Mid), moore 1.tableParBoth",2861494921,89126524,48668722,28339,251658240
"All.10,000 cells (Mid), moore 1.tableParBounded",1670112109,105233202,28673666,16850,251658240
"All.10,000 cells (Mid), moore 1.tableParChunked",7878682812,408879000,33223031,10309974,251658240
"All.90,000 cells (Big), moore 1.stencilFor (library)",78923500031,7224735778,534882434,837920,251658240
"All.90,000 cells (Big), moore 1.tableSeq",76295399987,5845305400,536318605,847170,251658240
"All.90,000 cells (Big), moore 1.tableSeqBounded",39925399999,3584640646,259708430,587317,251658240
"All.90,000 cells (Big), moore 1.tableParWidth",51037974988,3732779998,440611269,674492,251658240
"All.90,000 cells (Big), moore 1.tableParFill",47100999987,4662201760,449252433,646790,251658240
"All.90,000 cells (Big), moore 1.tableParBoth",24373749996,2109031366,440630968,551551,251658240
"All.90,000 cells (Big), moore 1.tableParBounded",14581412503,1065821800,259730094,473964,251658240
"All.90,000 cells (Big), moore 1.tableParChunked",72663350003,1823569348,300204164,105742542,251658240
"All.90,000 cells (BigPeriodic), moore 1.stencilFor (library)",79987500031,6878145098,536407686,848616,251658240
"All.90,000 cells (BigPeriodic), moore 1.tableSeq",77120900006,6730229222,537843868,858201,251658240
"All.90,000 cells (BigPeriodic), moore 1.tableSeqBounded",41311456247,1634593632,260640686,599973,251658240
"All.90,000 cells (BigPeriodic), moore 1.tableParWidth",52955474995,4229187318,442107588,687820,251658240
"All.90,000 cells (BigPeriodic), moore 1.tableParFill",48047525017,3557919512,450748902,662143,251658240
"All.90,000 cells (BigPeriodic), moore 1.tableParBoth",24820756255,2197439884,442127434,567172,251658240
"All.90,000 cells (BigPeriodic), moore 1.tableParBounded",14225012502,1134497086,260665819,487847,251658240
"All.90,000 cells (BigPeriodic), moore 1.tableParChunked",74036624998,3109252536,301014027,106181879,251658240
"All.90,000 cells (Big), moore 3.stencilFor (library)",423597799961,7779951298,2252756362,2603564,251658240
"All.90,000 cells (Big), moore 3.tableSeq",422852999986,28152095664,2254257520,2700994,251658240
"All.90,000 cells (Big), moore 3.tableSeqBounded",213629200024,15567952386,1116412372,1454201,251658240
"All.90,000 cells (Big), moore 3.tableParWidth",249068799845,17845611542,1755664219,1739106,251658240
"All.90,000 cells (Big), moore 3.tableParFill",216828199884,13662822584,1764306293,1556905,251658240
"All.90,000 cells (Big), moore 3.tableParBoth",121960731241,4143126508,1755678403,1123604,251658240
"All.90,000 cells (Big), moore 3.tableParBounded",70320525017,4098936222,1116431407,866022,251658240
"All.90,000 cells (Big), moore 3.tableParChunked",375826099916,37361118022,1273622107,748095121,745537536
"All.64,000 cells (Mixed3), moore 1.stencilFor (library)",164399999999,16300935268,1280972827,1590034,745537536
"All.64,000 cells (Mixed3), moore 1.tableSeq",163693100031,14828261042,1281996843,1597104,745537536
"All.64,000 cells (Mixed3), moore 1.tableSeqBounded",85541299967,6810615702,632371283,979004,745537536
"All.64,000 cells (Mixed3), moore 1.tableParWidth",102713249996,6893797602,1085354030,1172650,745537536
"All.64,000 cells (Mixed3), moore 1.tableParFill",101365499999,5036323882,1091493607,1095206,745537536
"All.64,000 cells (Mixed3), moore 1.tableParBoth",58202687500,1992895576,1085372020,823964,745537536
"All.64,000 cells (Mixed3), moore 1.tableParBounded",33265874982,1758667478,632390125,661463,745537536
"All.64,000 cells (Mixed3), moore 1.tableParChunked",157214200012,10715349486,699834372,280052030,745537536
"All.02,500 cells (Step), vonNeumann 2.stencilFor (library)",4393779687,125391008,22683786,159255,745537536
"All.02,500 cells (Step), vonNeumann 2.tableSeq",4409140627,432399654,22724083,157720,745537536
"All.02,500 cells (Step), vonNeumann 2.tableSeqBounded",2390090624,238322922,11564350,250814,745537536
"All.02,500 cells (Step), vonNeumann 2.tableParWidth",2891131248,216605114,18976443,164611,745537536
"All.02,500 cells (Step), vonNeumann 2.tableParFill",2615901561,221552408,19216878,12764,745537536
"All.02,500 cells (Step), vonNeumann 2.tableParBoth",1632444140,53467354,18998289,11937,745537536
"All.02,500 cells (Step), vonNeumann 2.tableParBounded",998120702,58064396,11611548,6627,745537536
"All.02,500 cells (Step), vonNeumann 2.tableParChunked",3880834374,150466412,12611573,2955797,745537536
"All.90,000 cells (Big), vonNeumann 2.stencilFor (library)",196007899903,18363931442,832705827,1171552,745537536
"All.90,000 cells (Big), vonNeumann 2.tableSeq",194230700031,18172076952,834146661,1184425,745537536
"All.90,000 cells (Big), vonNeumann 2.tableSeqBounded",106191800012,7662557916,425787583,795396,745537536
"All.90,000 cells (Big), vonNeumann 2.tableParWidth",135690600025,8452672342,698131135,930896,745537536
"All.90,000 cells (Big), vonNeumann 2.tableParFill",123639350015,8117150292,706776249,884207,745537536
"All.90,000 cells (Big), vonNeumann 2.tableParBoth",57750987507,2118422852,698150959,724045,745537536
"All.90,000 cells (Big), vonNeumann 2.tableParBounded",31133887500,1754307138,425829254,607254,745537536
"All.90,000 cells (Big), vonNeumann 2.tableParChunked",128077812486,8602712546,460605571,177534075,745537536
