Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
"All.chunks per capability, 90,000 (Big) axis0 unboxed.scanParStrip mult=1",38760534,2049310,727729,714,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.scanParStrip mult=2",43103735,4166204,735045,715,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.scanParStrip mult=8",53407080,5139462,778874,798,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.scanParStrip mult=32",111861572,6781356,954231,1141,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.scanParFibre mult=1",37224475,2541944,727815,796,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.scanParFibre mult=2",37834765,3652826,735186,705,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.scanParFibre mult=8",45977392,4006796,779377,706,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.scanParFibre mult=32",95714501,7082482,956183,1144,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.mapPar mult=1",72490869,7066104,2177264,695,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.mapPar mult=2",71347216,7060208,2184543,694,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.mapPar mult=8",83565673,7745442,2228186,1135,272629760
"All.chunks per capability, 90,000 (Big) axis0 unboxed.mapPar mult=32",143991406,13704214,2402652,1784,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=1",40121533,3866606,720878,616,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=2",40048754,3283568,721486,614,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=8",40990405,3637540,725134,613,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=32",44473852,3571702,739726,612,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=1",26266711,2099152,726347,674,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=2",27236853,1888100,732295,673,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=8",33397534,1876746,768035,672,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=32",78570898,7316134,911047,673,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=1",38592907,1922876,803387,676,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=2",39110253,3529122,809572,1009,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=8",45507324,3302240,846451,1074,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=32",91206982,8189380,994085,779,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=1",48579077,4637874,1451149,664,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=2",49228247,3360324,1457098,663,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=8",56553466,3858526,1492847,673,272629760
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=32",97945458,6761920,1635840,992,272629760
